fecha,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,wave
2020-06-06,12.024044659746506,24.1763593098487,54.688543349675165,69.98969943113916,95.70761842616821,83.69901111789842,55.09216840065356,40.72679005686123,78.16796125954791,wave_1
2020-06-07,11.959589906195733,24.57244148290915,54.69561516548095,69.02582037673129,92.78552368973571,80.93743795714875,53.063175142615165,39.593001293552554,73.50545582828214,wave_1
2020-06-08,11.477112044692015,23.272807891037182,51.40832514297187,64.60716103002828,85.40426581960776,74.39264351958481,49.02137771043692,37.18497984962903,68.85373478941696,wave_1
2020-06-09,11.202623371180412,22.07116073058631,49.638015492603515,61.34611320965195,78.16092685020796,69.4153847212307,45.85780852962426,36.034748731332776,66.64058873288909,wave_1
2020-06-10,11.285015890777485,21.30513976361159,49.782386312739675,59.41675542821418,75.07130724038765,66.93084440166064,43.81436404178583,35.35219094023522,65.06323626955697,wave_1
2020-06-11,10.874369941295162,20.47475422695106,50.91255892051752,58.634503612344034,74.57783953808945,66.50378734842673,42.88742461054638,35.81224480780023,62.725552212677265,wave_1
2020-06-12,10.205722279968004,20.48126651713737,52.19761113279479,57.93991984385622,75.14776266581889,65.21621924614618,41.54271544255772,35.67703648512844,61.17999973983094,wave_1
2020-06-13,9.823976421110544,20.77825474856948,54.13698979016123,58.6145171288273,76.39705635202095,65.40622608564918,41.382548206918024,36.31003772624216,60.93891584798623,wave_1
2020-06-14,9.135962482079249,20.027780304350227,52.22621997702002,55.591672401985136,72.21075558225036,62.06266226921577,38.56627911842598,34.89449188671065,56.88244771004016,wave_1
2020-06-15,8.355217310096107,18.627858952618986,48.260638439345584,50.84060291100763,65.45526238385739,56.43717035816964,34.77256818025571,32.19596938793504,51.367008061900684,wave_1
2020-06-16,7.662154901518662,17.544187083906582,44.18646503523305,47.197448754351456,62.06674536381776,53.64395832079666,32.737790891567165,30.527833804020972,48.91334468940434,wave_1
2020-06-17,7.477350947026243,17.001615767095426,42.21675788066783,46.05566436414974,60.506112844018375,52.7744758641962,32.29463754436068,29.810521270651964,48.79364601838962,wave_1
2020-06-18,7.556492506366521,17.28469799753263,41.15602086529093,46.0996280464471,59.14367675707705,51.60906673461866,31.840409213255846,30.460726543662943,48.430230816140906,wave_1
2020-06-19,7.753646888473188,18.303799764218603,41.818762940024044,46.41081435363194,58.99112480958425,52.7103688140008,31.95882617926644,30.787217150000775,48.32687095760039,wave_1
2020-06-20,7.941999602502349,19.231495434210537,43.37652832587361,47.0032200894104,58.93057486273635,52.79458957164068,32.38810459895102,30.95534067733872,47.65266508921005,wave_1
2020-06-21,8.043931997378783,20.057367121287797,42.9541667041664,47.0391104649021,57.39111744048083,51.08575194919471,31.2545534460968,29.95531551920861,45.20231054023008,wave_1
2020-06-22,8.365162551964122,19.78699842497829,41.033668051775365,45.20377159732254,54.38316552798588,48.88121207479846,29.032095221835636,27.78705559944076,42.10234682585441,wave_2
2020-06-23,9.023560964092317,19.99795644322015,40.21654765738435,43.45089532394742,51.68365044805184,46.52105811958082,27.900076020337153,25.49729487929444,38.461391427136554,wave_2
2020-06-24,10.165905469932888,21.676498996910635,40.855786263154826,45.44464198771679,51.62410945353162,46.96965693451734,28.608782569138608,24.618315694209098,37.12052845731297,wave_2
2020-06-25,11.481254561375872,24.20484613878157,42.06158982207831,47.15200958777769,50.98296703099359,46.40490531135898,28.424440197866076,24.1877126865618,35.49650353114056,wave_2
2020-06-26,12.731192709550784,26.563306587926775,43.44593001886289,48.787205384271616,51.97881045805857,47.52851157541711,29.26616873550214,23.98491394688147,33.95304932147224,wave_2
2020-06-27,14.099363723779692,28.60702360180834,45.980748520713334,51.893908200605274,55.14094299609518,50.109463448528636,31.30578194051956,24.67990942872471,33.13165957537348,wave_2
2020-06-28,14.911675020714181,29.89042010768703,46.93580262226564,52.30876186396349,55.674198861732556,49.988247457646764,30.955794322435626,24.304202299593694,31.84352875028419,wave_2
2020-06-29,15.03314788304314,29.813499081712916,46.1578295495756,51.32605654716687,54.60377841149984,47.40833480638998,29.464979306294286,23.12649912747542,29.66604781005313,wave_2
2020-06-30,15.015552845664283,28.905012477457923,45.191414365138066,50.70377237857385,53.78394136542169,45.51513231190729,28.773716368715633,22.631072991233527,28.131031205580793,wave_2
2020-07-01,15.124673126793622,29.097957796589707,46.62509114714024,51.896823215993194,54.970257166609734,46.675531183876885,29.61964108437302,23.126375080500093,28.182669159301977,wave_2
2020-07-02,15.923918116257127,30.151069968264135,48.644255476509194,54.07948824743698,58.756489356476195,48.2346730627133,30.604182367008136,23.160875112376917,28.014008620123953,wave_2
2020-07-03,16.259385072324392,32.146181020539224,51.98247743882395,57.54269617767948,63.34125464027859,50.147628690897356,32.71008503046781,24.57193715751106,28.196779327409033,wave_2
